Format Version,1.21,Take Name,boca u1,Capture Frame Rate,90.000000,Export Frame Rate,90.000000,Capture Start Time,2020-06-26 11.05.59.136 AM,Total Frames in Take,3198,Total Exported Frames,3198,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:662,Unlabeled:662,Unlabeled:662,Unlabeled:663,Unlabeled:663,Unlabeled:663,Unlabeled:666,Unlabeled:666,Unlabeled:666,Unlabeled:667,Unlabeled:667,Unlabeled:667,Unlabeled:668,Unlabeled:668,Unlabeled:668,Unlabeled:670,Unlabeled:670,Unlabeled:670,Unlabeled:672,Unlabeled:672,Unlabeled:672,Unlabeled:673,Unlabeled:673,Unlabeled:673,Unlabeled:676,Unlabeled:676,Unlabeled:676,Unlabeled:677,Unlabeled:677,Unlabeled:677,Unlabeled:678,Unlabeled:678,Unlabeled:678,Unlabeled:683,Unlabeled:683,Unlabeled:683,Unlabeled:684,Unlabeled:684,Unlabeled:684,Unlabeled:685,Unlabeled:685,Unlabeled:685,Unlabeled:686,Unlabeled:686,Unlabeled:686,Unlabeled:687,Unlabeled:687,Unlabeled:687
,,"8392B20CF49E3570296","8392B20CF49E3570296","8392B20CF49E3570296","8392B20CF49E3570297","8392B20CF49E3570297","8392B20CF49E3570297","8392B20CF49E357029A","8392B20CF49E357029A","8392B20CF49E357029A","8392B20CF49E357029B","8392B20CF49E357029B","8392B20CF49E357029B","8392B20CF49E357029C","8392B20CF49E357029C","8392B20CF49E357029C","8392B20CF49E357029E","8392B20CF49E357029E","8392B20CF49E357029E","8392B20CF49E35702A0","8392B20CF49E35702A0","8392B20CF49E35702A0","8392B20CF49E35702A1","8392B20CF49E35702A1","8392B20CF49E35702A1","8392B20CF49E35702A4","8392B20CF49E35702A4","8392B20CF49E35702A4","8392B20CF49E35702A5","8392B20CF49E35702A5","8392B20CF49E35702A5","8392B20CF49E35702A6","8392B20CF49E35702A6","8392B20CF49E35702A6","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AC","8392B20CF49E35702AC","8392B20CF49E35702AC","8392B20CF49E35702AD","8392B20CF49E35702AD","8392B20CF49E35702AD","8392B20CF49E35702AE","8392B20CF49E35702AE","8392B20CF49E35702AE","8392B20CF49E35702AF","8392B20CF49E35702AF","8392B20CF49E35702AF"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.147327,0.321008,0.183891,-0.216277,0.218646,0.177060,-0.178797,0.318302,0.167403,-0.191142,0.218144,0.171787,-0.195275,0.242344,0.168316,-0.236961,0.325054,0.181487,-0.245406,0.230163,0.196825,-0.237071,0.259429,0.187949,-0.205370,0.319630,0.167661,-0.151775,0.260476,0.186347,-0.141210,0.233450,0.197722,-0.171357,0.237869,0.175512,-0.217399,0.239239,0.175442,-0.171533,0.221352,0.179195,,,,,,
1,0.011111,-0.147408,0.321001,0.183872,-0.216313,0.218613,0.177011,-0.178839,0.318284,0.167384,-0.191143,0.218103,0.171633,-0.195323,0.242316,0.168287,-0.237019,0.325014,0.181488,-0.245416,0.230123,0.196865,-0.237097,0.259397,0.187943,-0.205413,0.319607,0.167646,-0.151891,0.260448,0.186328,-0.141280,0.233416,0.197655,-0.171431,0.237850,0.175455,-0.217436,0.239198,0.175452,-0.171587,0.221281,0.179130,,,,,,
2,0.022222,-0.147446,0.320972,0.183838,-0.216356,0.218562,0.177022,-0.178881,0.318273,0.167354,-0.191184,0.218047,0.171438,-0.195374,0.242302,0.168229,-0.237072,0.324980,0.181435,-0.245436,0.230080,0.196845,-0.237149,0.259355,0.187930,-0.205464,0.319551,0.167655,-0.151990,0.260411,0.186494,-0.141339,0.233350,0.197614,-0.171487,0.237817,0.175418,-0.217471,0.239168,0.175438,-0.171680,0.221157,0.179127,,,,,,
3,0.033333,-0.147481,0.320922,0.183792,-0.216414,0.218519,0.177024,-0.178957,0.318241,0.167275,-0.191231,0.218017,0.171413,-0.195421,0.242247,0.168226,-0.237097,0.324947,0.181419,-0.245465,0.230044,0.196842,-0.237224,0.259337,0.187884,-0.205507,0.319521,0.167592,-0.152025,0.260324,0.186549,-0.141451,0.233270,0.197705,-0.171547,0.237765,0.175403,-0.217526,0.239120,0.175405,-0.171736,0.221096,0.178985,,,,,,
4,0.044444,-0.147482,0.320858,0.183758,-0.216431,0.218451,0.177048,-0.178986,0.318189,0.167246,-0.191315,0.217943,0.171477,-0.195456,0.242205,0.168216,-0.237083,0.324871,0.181524,-0.245491,0.230011,0.196834,-0.237247,0.259310,0.187879,-0.205523,0.319483,0.167581,-0.151999,0.260256,0.186329,-0.141524,0.233193,0.197683,-0.171649,0.237649,0.175532,-0.217557,0.239059,0.175427,-0.171791,0.220985,0.178893,,,,,,
5,0.055556,-0.147484,0.320796,0.183726,-0.216504,0.218398,0.177051,-0.178990,0.318148,0.167227,-0.191393,0.217900,0.171509,-0.195488,0.242165,0.168166,-0.237123,0.324861,0.181387,-0.245518,0.229974,0.196844,-0.237260,0.259282,0.187870,-0.205524,0.319450,0.167560,-0.152090,0.260161,0.186537,-0.141591,0.233094,0.197670,-0.171686,0.237607,0.175475,-0.217605,0.239018,0.175445,-0.171849,0.220873,0.178871,,,,,,
6,0.066667,-0.147464,0.320728,0.183705,-0.216540,0.218345,0.177078,-0.178979,0.318093,0.167250,-0.191437,0.217805,0.171567,-0.195573,0.242110,0.168144,-0.237114,0.324838,0.181347,-0.245546,0.229943,0.196837,-0.237269,0.259255,0.187861,-0.205547,0.319411,0.167491,-0.152063,0.260098,0.186202,-0.141646,0.232999,0.197684,-0.171770,0.237506,0.175695,-0.217623,0.238985,0.175444,-0.171891,0.220786,0.178812,,,,,,
7,0.077778,-0.147455,0.320684,0.183677,-0.216562,0.218320,0.177076,-0.178988,0.317994,0.167246,-0.191487,0.217764,0.171575,-0.195605,0.242072,0.168131,-0.237101,0.324821,0.181326,-0.245578,0.229915,0.196810,-0.237274,0.259207,0.187928,-0.205524,0.319379,0.167509,-0.152093,0.260049,0.186138,-0.141656,0.232953,0.197557,-0.171786,0.237466,0.175673,-0.217643,0.238952,0.175449,-0.171909,0.220699,0.178790,,,,,,
8,0.088889,-0.147437,0.320654,0.183652,-0.216575,0.218310,0.177068,-0.178975,0.317958,0.167256,-0.191479,0.217722,0.171528,-0.195627,0.242056,0.168172,-0.237086,0.324821,0.181292,-0.245588,0.229919,0.196805,-0.237277,0.259208,0.187909,-0.205527,0.319382,0.167450,-0.152100,0.260011,0.186135,-0.141683,0.232917,0.197554,-0.171815,0.237426,0.175689,-0.217645,0.238947,0.175401,-0.171941,0.220606,0.178806,,,,,,
9,0.100000,-0.147421,0.320640,0.183625,-0.216586,0.218309,0.177058,-0.178945,0.317943,0.167205,-0.191499,0.217715,0.171529,-0.195617,0.242059,0.168115,-0.237067,0.324828,0.181256,-0.245573,0.229945,0.196811,-0.237271,0.259236,0.187848,-0.205512,0.319380,0.167427,-0.152107,0.259997,0.186131,-0.141708,0.232901,0.197541,-0.171776,0.237478,0.175419,-0.217647,0.238949,0.175385,-0.172002,0.220572,0.178744,,,,,,
10,0.111111,-0.147401,0.320626,0.183592,-0.216611,0.218340,0.176996,-0.178934,0.317946,0.167184,-0.191534,0.217739,0.171554,-0.195625,0.242063,0.168099,-0.237053,0.324848,0.181223,-0.245590,0.229982,0.196744,-0.237278,0.259272,0.187789,-0.205488,0.319397,0.167353,-0.152115,0.259996,0.186123,-0.141730,0.232897,0.197520,-0.171789,0.237483,0.175393,-0.217651,0.238965,0.175371,-0.172053,0.220558,0.178695,,,,,,
11,0.122222,-0.147406,0.320629,0.183575,-0.216634,0.218356,0.176950,-0.178927,0.317972,0.167133,-0.191530,0.217751,0.171522,-0.195631,0.242073,0.168088,-0.237007,0.324845,0.181310,-0.245602,0.230012,0.196703,-0.237286,0.259292,0.187759,-0.205481,0.319408,0.167332,-0.152126,0.260001,0.186113,-0.141752,0.232906,0.197501,-0.171791,0.237493,0.175329,-0.217660,0.238989,0.175380,-0.172048,0.220560,0.178588,,,,,,
12,0.133333,-0.147406,0.320656,0.183574,-0.216649,0.218372,0.176933,-0.178942,0.317994,0.167141,-0.191561,0.217773,0.171509,-0.195647,0.242089,0.168076,-0.237042,0.324898,0.181149,-0.245638,0.230028,0.196646,-0.237293,0.259310,0.187745,-0.205478,0.319426,0.167310,-0.152140,0.260007,0.186110,-0.141773,0.232907,0.197480,-0.171811,0.237528,0.175299,-0.217672,0.239005,0.175367,-0.172077,0.220554,0.178548,,,,,,
13,0.144444,-0.147413,0.320677,0.183566,-0.216667,0.218391,0.176917,-0.178953,0.318043,0.167095,-0.191603,0.217776,0.171451,-0.195663,0.242105,0.168067,-0.237057,0.324928,0.181113,-0.245657,0.230051,0.196628,-0.237308,0.259330,0.187725,-0.205483,0.319447,0.167291,-0.152160,0.260015,0.186117,-0.141804,0.232920,0.197452,-0.171869,0.237538,0.175283,-0.217688,0.239026,0.175357,-0.172111,0.220544,0.178517,,,,,,
14,0.155556,-0.147437,0.320711,0.183563,-0.216675,0.218422,0.176886,-0.178966,0.318068,0.167086,-0.191627,0.217792,0.171430,-0.195705,0.242132,0.168098,-0.237081,0.324953,0.181093,-0.245676,0.230079,0.196610,-0.237325,0.259348,0.187715,-0.205504,0.319472,0.167312,-0.152179,0.260032,0.186123,-0.141839,0.232938,0.197443,-0.171909,0.237556,0.175233,-0.217703,0.239046,0.175341,-0.172139,0.220546,0.178481,,,,,,
15,0.166667,-0.147478,0.320755,0.183569,-0.216701,0.218461,0.176859,-0.178978,0.318157,0.167059,-0.191642,0.217815,0.171416,-0.195724,0.242155,0.168088,-0.237131,0.324979,0.181068,-0.245685,0.230098,0.196595,-0.237373,0.259367,0.187717,-0.205528,0.319497,0.167301,-0.152223,0.260062,0.186078,-0.141857,0.232961,0.197420,-0.171934,0.237596,0.175244,-0.217713,0.239064,0.175329,-0.172164,0.220556,0.178446,,,,,,
16,0.177778,-0.147528,0.320818,0.183570,-0.216709,0.218470,0.176855,-0.179019,0.318200,0.167051,-0.191658,0.217842,0.171324,-0.195788,0.242178,0.168115,-0.237175,0.324994,0.181056,-0.245698,0.230123,0.196571,-0.237397,0.259387,0.187675,-0.205561,0.319517,0.167302,-0.152211,0.260103,0.186217,-0.141877,0.233004,0.197408,-0.171951,0.237632,0.175237,-0.217720,0.239080,0.175323,-0.172198,0.220567,0.178420,,,,,,
17,0.188889,-0.147595,0.320881,0.183578,-0.216716,0.218473,0.176852,-0.179066,0.318231,0.167050,-0.191670,0.217850,0.171313,-0.195802,0.242222,0.168103,-0.237231,0.325002,0.181053,-0.245706,0.230113,0.196572,-0.237417,0.259389,0.187673,-0.205604,0.319536,0.167302,-0.152238,0.260138,0.186217,-0.141915,0.233066,0.197379,-0.171966,0.237675,0.175213,-0.217735,0.239087,0.175316,-0.172231,0.220566,0.178381,,,,,,
18,0.200000,-0.147656,0.320937,0.183589,-0.216725,0.218468,0.176859,-0.179130,0.318243,0.167044,-0.191695,0.217863,0.171328,-0.195790,0.242264,0.168076,-0.237303,0.325018,0.181052,-0.245709,0.230093,0.196560,-0.237440,0.259384,0.187673,-0.205648,0.319564,0.167340,-0.152290,0.260184,0.186228,-0.141943,0.233105,0.197388,-0.171989,0.237702,0.175199,-0.217783,0.239094,0.175295,-0.172251,0.220570,0.178357,,,,,,
19,0.211111,-0.147746,0.320986,0.183579,-0.216738,0.218455,0.176869,-0.179187,0.318264,0.167060,-0.191714,0.217861,0.171333,-0.195815,0.242273,0.168086,-0.237389,0.324990,0.181088,-0.245719,0.230067,0.196579,-0.237466,0.259375,0.187685,-0.205708,0.319571,0.167348,-0.152319,0.260239,0.186200,-0.141966,0.233148,0.197374,-0.172042,0.237719,0.175222,-0.217810,0.239080,0.175317,-0.172281,0.220562,0.178324,,,,,,
20,0.222222,-0.147810,0.321021,0.183579,-0.216763,0.218437,0.176893,-0.179320,0.318295,0.167106,-0.191752,0.217851,0.171345,-0.195873,0.242241,0.168178,-0.237457,0.324973,0.181119,-0.245734,0.230040,0.196606,-0.237501,0.259361,0.187707,-0.205830,0.319576,0.167352,-0.152357,0.260254,0.186205,-0.142001,0.233166,0.197362,-0.172083,0.237733,0.175209,-0.217842,0.239069,0.175332,-0.172322,0.220545,0.178298,,,,,,
21,0.233333,-0.147885,0.321041,0.183572,-0.216803,0.218404,0.176937,-0.179383,0.318304,0.167120,-0.191793,0.217839,0.171352,-0.195934,0.242229,0.168189,-0.237532,0.324955,0.181163,-0.245764,0.230009,0.196664,-0.237578,0.259347,0.187700,-0.205910,0.319595,0.167360,-0.152395,0.260260,0.186206,-0.142044,0.233175,0.197361,-0.172126,0.237739,0.175200,-0.217880,0.239061,0.175376,-0.172359,0.220519,0.178263,,,,,,
22,0.244444,-0.147947,0.321051,0.183575,-0.216853,0.218382,0.177009,-0.179443,0.318307,0.167132,-0.191851,0.217841,0.171353,-0.196024,0.242205,0.168217,-0.237631,0.324932,0.181235,-0.245796,0.229981,0.196704,-0.237611,0.259339,0.187757,-0.206026,0.319578,0.167388,-0.152436,0.260263,0.186205,-0.142092,0.233169,0.197353,-0.172173,0.237734,0.175192,-0.217930,0.239053,0.175410,-0.172410,0.220491,0.178238,,,,,,
23,0.255556,-0.148002,0.321047,0.183578,-0.216926,0.218365,0.177010,-0.179524,0.318288,0.167191,-0.191920,0.217800,0.171357,-0.196071,0.242196,0.168225,-0.237697,0.324912,0.181300,-0.245835,0.229946,0.196733,-0.237660,0.259306,0.187808,-0.206085,0.319560,0.167471,-0.152524,0.260254,0.186188,-0.142136,0.233155,0.197337,-0.172191,0.237782,0.175023,-0.217976,0.239036,0.175437,-0.172464,0.220455,0.178190,,,,,,
24,0.266667,-0.148060,0.321036,0.183588,-0.216970,0.218341,0.177031,-0.179578,0.318289,0.167208,-0.191972,0.217781,0.171368,-0.196133,0.242186,0.168197,-0.237726,0.324896,0.181388,-0.245868,0.229921,0.196771,-0.237712,0.259288,0.187898,-0.206144,0.319546,0.167516,-0.152569,0.260235,0.186193,-0.142179,0.233127,0.197326,-0.172245,0.237764,0.175024,-0.218018,0.239018,0.175464,-0.172532,0.220417,0.178173,,,,,,
25,0.277778,-0.148091,0.321008,0.183605,-0.217013,0.218319,0.177057,-0.179618,0.318281,0.167244,-0.192042,0.217742,0.171371,-0.196173,0.242169,0.168207,-0.237746,0.324877,0.181428,-0.245910,0.229898,0.196835,-0.237745,0.259282,0.187955,-0.206174,0.319531,0.167546,-0.152765,0.260195,0.186132,-0.142238,0.233089,0.197309,-0.172302,0.237749,0.175038,-0.218058,0.239000,0.175488,-0.172594,0.220393,0.178146,,,,,,
26,0.288889,-0.148105,0.320972,0.183619,-0.217029,0.218265,0.177096,-0.179642,0.318245,0.167257,-0.192090,0.217703,0.171400,-0.196193,0.242136,0.168235,-0.237770,0.324852,0.181488,-0.245940,0.229875,0.196877,-0.237764,0.259266,0.187986,-0.206188,0.319515,0.167571,-0.152734,0.260122,0.186267,-0.142286,0.233038,0.197308,-0.172343,0.237718,0.175035,-0.218113,0.238980,0.175529,-0.172638,0.220344,0.178143,,,,,,
27,0.300000,-0.148100,0.320934,0.183634,-0.217054,0.218244,0.177129,-0.179642,0.318224,0.167280,-0.192124,0.217673,0.171430,-0.196213,0.242118,0.168252,-0.237765,0.324840,0.181525,-0.245961,0.229853,0.196922,-0.237771,0.259252,0.188021,-0.206212,0.319480,0.167594,-0.152753,0.260074,0.186307,-0.142314,0.232983,0.197319,-0.172373,0.237681,0.175020,-0.218134,0.238962,0.175553,-0.172690,0.220281,0.178214,,,,,,
28,0.311111,-0.148084,0.320897,0.183656,-0.217089,0.218222,0.177178,-0.179619,0.318191,0.167314,-0.192155,0.217646,0.171477,-0.196207,0.242089,0.168262,-0.237745,0.324847,0.181553,-0.245973,0.229842,0.196969,-0.237773,0.259245,0.188059,-0.206175,0.319488,0.167625,-0.152763,0.260036,0.186342,-0.142331,0.232936,0.197332,-0.172381,0.237654,0.175027,-0.218141,0.238948,0.175594,-0.172704,0.220227,0.178255,,,,,,
29,0.322222,-0.148041,0.320862,0.183698,-0.217117,0.218228,0.177210,-0.179592,0.318179,0.167334,-0.192162,0.217619,0.171510,-0.196208,0.242080,0.168288,-0.237711,0.324855,0.181578,-0.245964,0.229853,0.197015,-0.237762,0.259213,0.188165,-0.206146,0.319484,0.167646,-0.152756,0.260010,0.186379,-0.142335,0.232892,0.197370,-0.172387,0.237635,0.175067,-0.218147,0.238946,0.175626,-0.172713,0.220198,0.178280,,,,,,
30,0.333333,-0.147997,0.320852,0.183724,-0.217114,0.218231,0.177245,-0.179566,0.318158,0.167325,-0.192162,0.217613,0.171551,-0.196176,0.242077,0.168358,-0.237671,0.324872,0.181589,-0.245959,0.229873,0.197054,-0.237750,0.259243,0.188139,-0.206109,0.319491,0.167665,-0.152741,0.259997,0.186413,-0.142329,0.232873,0.197416,-0.172376,0.237625,0.175098,-0.218141,0.238966,0.175641,-0.172711,0.220186,0.178313,,,,,,
31,0.344444,-0.147947,0.320844,0.183777,-0.217095,0.218247,0.177306,-0.179526,0.318170,0.167349,-0.192145,0.217622,0.171569,-0.196153,0.242090,0.168376,-0.237628,0.324898,0.181595,-0.245936,0.229913,0.197082,-0.237716,0.259267,0.188144,-0.206074,0.319510,0.167715,-0.152720,0.259996,0.186452,-0.142316,0.232869,0.197467,-0.172348,0.237640,0.175161,-0.218124,0.238983,0.175669,-0.172742,0.220204,0.178507,,,,,,
32,0.355556,-0.147901,0.320860,0.183819,-0.217058,0.218275,0.177313,-0.179435,0.318224,0.167384,-0.192123,0.217645,0.171583,-0.196153,0.242146,0.168395,-0.237569,0.324938,0.181606,-0.245913,0.229957,0.197089,-0.237682,0.259283,0.188129,-0.206035,0.319531,0.167730,-0.152658,0.260005,0.186504,-0.142293,0.232885,0.197522,-0.172303,0.237650,0.175172,-0.218100,0.239009,0.175683,-0.172708,0.220200,0.178546,,,,,,
33,0.366667,-0.147853,0.320873,0.183878,-0.217036,0.218314,0.177330,-0.179394,0.318233,0.167432,-0.192069,0.217692,0.171597,-0.196103,0.242182,0.168409,-0.237490,0.324984,0.181596,-0.245886,0.229996,0.197088,-0.237660,0.259312,0.188129,-0.205933,0.319550,0.167747,-0.152598,0.260026,0.186576,-0.142273,0.232918,0.197560,-0.172276,0.237679,0.175211,-0.218062,0.239046,0.175690,-0.172649,0.220261,0.178407,,,,,,
34,0.377778,-0.147820,0.320914,0.183904,-0.217009,0.218351,0.177337,-0.179338,0.318256,0.167454,-0.192041,0.217746,0.171604,-0.196079,0.242213,0.168423,-0.237452,0.325025,0.181598,-0.245843,0.230046,0.197110,-0.237635,0.259347,0.188148,-0.205861,0.319585,0.167749,-0.152577,0.260053,0.186606,-0.142250,0.232949,0.197586,-0.172243,0.237704,0.175248,-0.218013,0.239083,0.175678,-0.172593,0.220279,0.178343,,,,,,
35,0.388889,-0.147794,0.320955,0.183940,-0.216978,0.218404,0.177324,-0.179292,0.318305,0.167482,-0.192007,0.217818,0.171609,-0.196041,0.242268,0.168403,-0.237439,0.325068,0.181598,-0.245840,0.230078,0.197068,-0.237573,0.259380,0.188172,-0.205829,0.319671,0.167725,-0.152483,0.260094,0.186577,-0.142217,0.232987,0.197618,-0.172209,0.237753,0.175257,-0.217989,0.239120,0.175677,-0.172555,0.220316,0.178340,,,,,,
36,0.400000,-0.147770,0.321003,0.183982,-0.216942,0.218459,0.177295,-0.179270,0.318365,0.167554,-0.191971,0.217851,0.171614,-0.195995,0.242343,0.168393,-0.237402,0.325134,0.181611,-0.245823,0.230136,0.197035,-0.237553,0.259416,0.188172,-0.205789,0.319729,0.167743,-0.152476,0.260156,0.186629,-0.142197,0.233031,0.197639,-0.172183,0.237801,0.175271,-0.217974,0.239169,0.175669,-0.172529,0.220366,0.178335,,,,,,
37,0.411111,-0.147757,0.321063,0.184002,-0.216874,0.218498,0.177331,-0.179258,0.318407,0.167573,-0.191944,0.217898,0.171601,-0.195970,0.242387,0.168394,-0.237383,0.325174,0.181613,-0.245791,0.230179,0.197032,-0.237546,0.259466,0.188168,-0.205754,0.319771,0.167699,-0.152487,0.260176,0.186745,-0.142178,0.233082,0.197647,-0.172147,0.237882,0.175259,-0.217951,0.239209,0.175660,-0.172506,0.220420,0.178353,,,,,,
38,0.422222,-0.147760,0.321136,0.184037,-0.216847,0.218542,0.177311,-0.179251,0.318483,0.167577,-0.191916,0.217950,0.171582,-0.195960,0.242449,0.168431,-0.237378,0.325223,0.181625,-0.245779,0.230223,0.196986,-0.237532,0.259500,0.188156,-0.205770,0.319826,0.167695,-0.152474,0.260267,0.186762,-0.142152,0.233141,0.197638,-0.172132,0.237947,0.175271,-0.217893,0.239291,0.175635,-0.172458,0.220473,0.178350,,,,,,
39,0.433333,-0.147768,0.321203,0.184070,-0.216827,0.218576,0.177293,-0.179260,0.318544,0.167607,-0.191893,0.218031,0.171723,-0.195941,0.242490,0.168427,-0.237382,0.325257,0.181627,-0.245761,0.230252,0.196960,-0.237509,0.259546,0.188113,-0.205771,0.319864,0.167705,-0.152461,0.260318,0.186762,-0.142136,0.233213,0.197644,-0.172114,0.237999,0.175259,-0.217886,0.239338,0.175623,-0.172443,0.220527,0.178353,,,,,,
40,0.444444,-0.147781,0.321258,0.184081,-0.216804,0.218614,0.177250,-0.179281,0.318596,0.167626,-0.191870,0.218066,0.171691,-0.195928,0.242527,0.168409,-0.237394,0.325291,0.181620,-0.245739,0.230274,0.196917,-0.237501,0.259566,0.188103,-0.205774,0.319911,0.167732,-0.152418,0.260369,0.186692,-0.142115,0.233276,0.197626,-0.172150,0.238043,0.175413,-0.217876,0.239381,0.175574,-0.172421,0.220575,0.178336,,,,,,
41,0.455556,-0.147799,0.321305,0.184070,-0.216788,0.218631,0.177228,-0.179297,0.318625,0.167627,-0.191855,0.218096,0.171600,-0.195919,0.242561,0.168429,-0.237422,0.325307,0.181599,-0.245720,0.230284,0.196865,-0.237499,0.259573,0.188092,-0.205811,0.319933,0.167785,-0.152461,0.260427,0.186593,-0.142102,0.233326,0.197588,-0.172143,0.238080,0.175398,-0.217866,0.239401,0.175556,-0.172403,0.220613,0.178308,,,,,,
42,0.466667,-0.147824,0.321328,0.184066,-0.216779,0.218637,0.177210,-0.179318,0.318645,0.167625,-0.191850,0.218113,0.171560,-0.195909,0.242586,0.168391,-0.237450,0.325306,0.181610,-0.245713,0.230276,0.196846,-0.237506,0.259572,0.188080,-0.205865,0.319947,0.167794,-0.152444,0.260471,0.186589,-0.142094,0.233354,0.197564,-0.172133,0.238107,0.175371,-0.217867,0.239408,0.175546,-0.172399,0.220644,0.178285,,,,,,
43,0.477778,-0.147848,0.321337,0.184053,-0.216787,0.218634,0.177191,-0.179339,0.318647,0.167622,-0.191858,0.218117,0.171540,-0.195913,0.242603,0.168340,-0.237496,0.325279,0.181644,-0.245714,0.230258,0.196840,-0.237517,0.259564,0.188073,-0.205890,0.319945,0.167794,-0.152473,0.260469,0.186643,-0.142098,0.233362,0.197524,-0.172141,0.238112,0.175348,-0.217877,0.239403,0.175531,-0.172404,0.220647,0.178251,,,,,,
44,0.488889,-0.147868,0.321326,0.184032,-0.216802,0.218618,0.177175,-0.179361,0.318640,0.167610,-0.191876,0.218100,0.171588,-0.195935,0.242572,0.168322,-0.237526,0.325260,0.181637,-0.245721,0.230235,0.196827,-0.237529,0.259547,0.188066,-0.205963,0.319945,0.167842,-0.152484,0.260459,0.186624,-0.142110,0.233348,0.197492,-0.172172,0.238093,0.175325,-0.217892,0.239394,0.175513,-0.172422,0.220623,0.178210,,,,,,
45,0.500000,-0.147883,0.321294,0.184010,-0.216833,0.218591,0.177134,-0.179396,0.318626,0.167594,-0.191889,0.218054,0.171407,-0.195970,0.242537,0.168331,-0.237541,0.325237,0.181637,-0.245731,0.230208,0.196852,-0.237544,0.259525,0.188058,-0.205967,0.319919,0.167805,-0.152494,0.260431,0.186545,-0.142127,0.233315,0.197458,-0.172190,0.238063,0.175291,-0.217898,0.239362,0.175497,-0.172445,0.220592,0.178179,,,,,,
46,0.511111,-0.147881,0.321233,0.183949,-0.216857,0.218547,0.177142,-0.179403,0.318592,0.167574,-0.191918,0.218022,0.171382,-0.196007,0.242494,0.168312,-0.237546,0.325208,0.181638,-0.245748,0.230179,0.196857,-0.237555,0.259468,0.188089,-0.205975,0.319889,0.167796,-0.152491,0.260376,0.186519,-0.142143,0.233247,0.197420,-0.172213,0.238024,0.175271,-0.217915,0.239319,0.175523,-0.172469,0.220546,0.178118,,,,,,
47,0.522222,-0.147875,0.321176,0.183912,-0.216906,0.218518,0.177113,-0.179395,0.318511,0.167507,-0.191945,0.217983,0.171368,-0.196011,0.242440,0.168246,-0.237532,0.325173,0.181629,-0.245763,0.230143,0.196869,-0.237561,0.259441,0.188083,-0.205974,0.319850,0.167781,-0.152514,0.260302,0.186536,-0.142164,0.233180,0.197403,-0.172175,0.237972,0.175044,-0.217943,0.239268,0.175539,-0.172518,0.220502,0.178060,,,,,,
48,0.533333,-0.147848,0.321097,0.183888,-0.216929,0.218480,0.177107,-0.179378,0.318462,0.167487,-0.191980,0.217915,0.171371,-0.196031,0.242386,0.168235,-0.237489,0.325131,0.181603,-0.245770,0.230099,0.196878,-0.237566,0.259412,0.188083,-0.205920,0.319797,0.167762,-0.152472,0.260270,0.186349,-0.142178,0.233103,0.197388,-0.172205,0.237903,0.175029,-0.217978,0.239205,0.175530,-0.172535,0.220442,0.178049,,,,,,
49,0.544444,-0.147816,0.321020,0.183852,-0.216947,0.218427,0.177123,-0.179332,0.318376,0.167463,-0.191989,0.217867,0.171372,-0.196036,0.242343,0.168233,-0.237449,0.325078,0.181586,-0.245779,0.230065,0.196896,-0.237558,0.259385,0.188071,-0.205852,0.319738,0.167649,-0.152461,0.260162,0.186359,-0.142184,0.233026,0.197374,-0.172197,0.237832,0.175026,-0.217981,0.239167,0.175527,-0.172550,0.220379,0.178040,,,,,,
50,0.555556,-0.147779,0.320954,0.183828,-0.216952,0.218395,0.177121,-0.179297,0.318314,0.167385,-0.191997,0.217792,0.171380,-0.196018,0.242311,0.168235,-0.237358,0.325053,0.181553,-0.245767,0.230045,0.196878,-0.237543,0.259363,0.188046,-0.205784,0.319669,0.167593,-0.152427,0.260092,0.186347,-0.142186,0.232954,0.197363,-0.172197,0.237766,0.175024,-0.217959,0.239131,0.175528,-0.172570,0.220295,0.178101,,,,,,
51,0.566667,-0.147733,0.320897,0.183803,-0.216953,0.218373,0.177085,-0.179241,0.318290,0.167369,-0.192018,0.217745,0.171398,-0.196017,0.242263,0.168258,-0.237306,0.325036,0.181511,-0.245762,0.230035,0.196872,-0.237510,0.259354,0.187984,-0.205742,0.319642,0.167562,-0.152408,0.260047,0.186337,-0.142172,0.232893,0.197340,-0.172228,0.237666,0.175157,-0.217947,0.239106,0.175519,-0.172565,0.220235,0.178127,,,,,,
