Format Version,1.21,Take Name,tapar2 varios marcadores,Capture Frame Rate,90.000000,Export Frame Rate,90.000000,Capture Start Time,2020-06-26 11.27.46.745 AM,Total Frames in Take,3809,Total Exported Frames,3809,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.177778,-0.180192,0.285683,0.178514,-0.189636,0.183271,0.185832,-0.207073,0.285658,0.178316,-0.235700,0.224210,0.199624,-0.191891,0.277544,0.178493,-0.214953,0.204500,0.187989,-0.189813,0.157338,0.181805,-0.193999,0.230782,0.163394,-0.213451,0.183570,0.190483,-0.136156,0.262101,0.216272,-0.192518,0.207703,0.180738,-0.151089,0.229270,0.199121,-0.252598,0.258976,0.214163,-0.239279,0.289172,0.191320,-0.170103,0.205428,0.188115,-0.170288,0.187259,0.191535,-0.148672,0.290372,0.195297,-0.140490,0.202790,0.211224,-0.242466,0.195047,0.209401,,,,,,,,,,,,
17,0.188889,-0.180192,0.285676,0.178522,-0.189652,0.183270,0.185853,-0.207074,0.285655,0.178327,-0.235707,0.224216,0.199642,-0.191890,0.277537,0.178502,-0.214951,0.204513,0.188021,-0.189792,0.157284,0.181918,-0.194012,0.230777,0.163416,-0.213472,0.183573,0.190508,-0.136218,0.262089,0.216495,-0.192528,0.207698,0.180759,-0.151135,0.229242,0.199312,-0.252597,0.258988,0.214181,-0.239264,0.289174,0.191350,-0.170108,0.205425,0.188140,-0.170301,0.187255,0.191561,-0.148670,0.290362,0.195300,-0.140503,0.202787,0.211255,-0.242479,0.195058,0.209440,,,,,,,,,,,,
18,0.200000,-0.180185,0.285685,0.178526,-0.189654,0.183281,0.185858,-0.207068,0.285664,0.178342,-0.235710,0.224229,0.199660,-0.191887,0.277544,0.178516,-0.214970,0.204501,0.188087,-0.189801,0.157294,0.181938,-0.194014,0.230786,0.163431,-0.213473,0.183586,0.190546,-0.136157,0.262098,0.216294,-0.192532,0.207706,0.180768,-0.151135,0.229253,0.199319,-0.252596,0.259004,0.214195,-0.239240,0.289189,0.191384,-0.170119,0.205443,0.188170,-0.170305,0.187268,0.191579,-0.148661,0.290368,0.195312,-0.140525,0.202880,0.211325,-0.242481,0.195080,0.209460,,,,,,,,,,,,
19,0.211111,-0.180173,0.285701,0.178544,-0.189650,0.183300,0.185868,-0.207056,0.285687,0.178353,-0.235701,0.224251,0.199661,-0.191878,0.277565,0.178526,-0.214954,0.204542,0.188065,-0.189795,0.157324,0.181933,-0.194003,0.230811,0.163433,-0.213465,0.183612,0.190546,-0.136146,0.262115,0.216311,-0.192526,0.207728,0.180776,-0.151086,0.229297,0.199145,-0.252585,0.259032,0.214201,-0.239228,0.289214,0.191392,-0.170105,0.205479,0.188160,-0.170293,0.187296,0.191584,-0.148650,0.290386,0.195330,-0.140496,0.202888,0.211350,-0.242480,0.195111,0.209455,,,,,,,,,,,,
20,0.222222,-0.180153,0.285716,0.178588,-0.189575,0.183307,0.185740,-0.207041,0.285714,0.178360,-0.235687,0.224280,0.199652,-0.191847,0.277587,0.178512,-0.214931,0.204575,0.188048,-0.189775,0.157371,0.181909,-0.193972,0.230867,0.163446,-0.213451,0.183641,0.190528,-0.136127,0.262142,0.216314,-0.192502,0.207754,0.180816,-0.151068,0.229338,0.199120,-0.252568,0.259059,0.214199,-0.239212,0.289240,0.191411,-0.170083,0.205510,0.188165,-0.170268,0.187338,0.191576,-0.148639,0.290426,0.195342,-0.140475,0.202876,0.211273,-0.242465,0.195145,0.209430,,,,,,,,,,,,
21,0.233333,-0.180134,0.285750,0.178602,-0.189606,0.183359,0.185758,-0.207023,0.285751,0.178338,-0.235659,0.224307,0.199638,-0.191834,0.277662,0.178510,-0.214895,0.204621,0.188012,-0.189738,0.157418,0.181881,-0.193953,0.230933,0.163427,-0.213423,0.183671,0.190503,-0.136104,0.262175,0.216330,-0.192472,0.207802,0.180805,-0.151045,0.229383,0.199104,-0.252539,0.259089,0.214177,-0.239190,0.289272,0.191413,-0.170056,0.205554,0.188187,-0.170233,0.187382,0.191565,-0.148602,0.290460,0.195383,-0.140428,0.202899,0.211306,-0.242438,0.195176,0.209395,,,,,,,,,,,,
22,0.244444,-0.180108,0.285825,0.178606,-0.189557,0.183397,0.185720,-0.206975,0.285781,0.178389,-0.235637,0.224334,0.199617,-0.191786,0.277733,0.178543,-0.214852,0.204657,0.188022,-0.189681,0.157465,0.181838,-0.193920,0.230973,0.163417,-0.213390,0.183700,0.190461,-0.136084,0.262197,0.216359,-0.192437,0.207835,0.180793,-0.151000,0.229437,0.199094,-0.252511,0.259110,0.214166,-0.239163,0.289304,0.191407,-0.170076,0.205504,0.188458,-0.170183,0.187429,0.191561,-0.148576,0.290498,0.195408,-0.140390,0.203027,0.211209,-0.242396,0.195206,0.209336,,,,,,,,,,,,
23,0.255556,-0.180077,0.285852,0.178616,-0.189482,0.183355,0.185730,-0.206944,0.285808,0.178393,-0.235584,0.224366,0.199595,-0.191758,0.277784,0.178523,-0.214806,0.204677,0.187982,-0.189628,0.157491,0.181801,-0.193871,0.231035,0.163385,-0.213325,0.183728,0.190443,-0.136050,0.262226,0.216387,-0.192399,0.207884,0.180758,-0.150972,0.229468,0.199084,-0.252484,0.259127,0.214150,-0.239130,0.289328,0.191410,-0.170001,0.205544,0.188413,-0.170134,0.187466,0.191546,-0.148536,0.290531,0.195428,-0.140348,0.203079,0.211214,-0.242362,0.195228,0.209293,,,,,,,,,,,,
24,0.266667,-0.180031,0.285874,0.178557,-0.189438,0.183373,0.185715,-0.206894,0.285847,0.178390,-0.235548,0.224376,0.199572,-0.191721,0.277809,0.178517,-0.214767,0.204694,0.187963,-0.189573,0.157518,0.181760,-0.193831,0.231059,0.163370,-0.213284,0.183744,0.190406,-0.136020,0.262241,0.216411,-0.192328,0.207915,0.180715,-0.150912,0.229514,0.199126,-0.252451,0.259133,0.214128,-0.239078,0.289340,0.191413,-0.169954,0.205568,0.188406,-0.170080,0.187496,0.191536,-0.148477,0.290548,0.195477,-0.140298,0.203125,0.211209,-0.242320,0.195244,0.209254,,,,,,,,,,,,
25,0.277778,-0.179985,0.285902,0.178578,-0.189389,0.183387,0.185694,-0.206832,0.285853,0.178424,-0.235421,0.224402,0.199515,-0.191685,0.277823,0.178528,-0.214724,0.204704,0.187935,-0.189518,0.157538,0.181723,-0.193776,0.231073,0.163336,-0.213217,0.183757,0.190367,-0.135990,0.262254,0.216429,-0.192286,0.207923,0.180705,-0.150870,0.229533,0.199126,-0.252408,0.259128,0.214121,-0.239049,0.289353,0.191408,-0.169839,0.205681,0.188130,-0.170040,0.187556,0.191557,-0.148444,0.290567,0.195492,-0.140248,0.203146,0.211223,-0.242274,0.195242,0.209221,,,,,,,,,,,,
